what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906256775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906266098
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381906266133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906270326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906275369
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1381906275498
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1381906275528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906277198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906283457
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381906283488
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1381906284192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1381906285243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381906286474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381906287130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906290830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906300081
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381906300126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906303685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906311927
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1381906312036
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1381906312069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1381906313755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381906314744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381906315325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906318230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906325563
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381906325646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906329002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906332911
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1381906333020
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1381906333061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906334758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906340997
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381906341044
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1381906342190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1381906343099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381906344839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381906345460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906348446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906357630
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381906357682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906361912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906370596
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1381906370708
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1381906370737
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1381906385307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381906386871
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381906387588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906390198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906404751
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381906404799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906410237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906419767
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1381906419895
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1381906419925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906423158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906429562
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381906429602
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1381906430318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1381906431309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381906432944
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381906433911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906436310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906461490
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381906461531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906468265
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1381906491807
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1381906491833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1381906491984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906491999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381906496482
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381906497400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381906504990
