what,kind,bundleId,bundleVersion,description,time
started,bundle,edu.hawaii.ics.csdl.jupiter,3.6.0,"edu.hawaii.ics.csdl.jupiter",1381982522532
started,bundle,org.tigris.subversion.clientadapter,1.8.3,"org.tigris.subversion.clientadapter",1381982522555
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1381982522555
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1381982522555
started,bundle,net.sf.eclipsecs.core,5.6.0.201209221626,"net.sf.eclipsecs.core",1381982522577
started,bundle,net.sf.eclipsecs.ui,5.6.0.201209221626,"net.sf.eclipsecs.ui",1381982522597
started,bundle,com.collabnet.subversion.merge,3.0.13,"com.collabnet.subversion.merge",1381982522621
started,bundle,org.tigris.subversion.subclipse.core,1.8.16,"org.tigris.subversion.subclipse.core",1381982522644
started,bundle,org.tigris.subversion.subclipse.ui,1.8.18,"org.tigris.subversion.subclipse.ui",1381982522662
os,sysinfo,,,"linux",1381982522665
arch,sysinfo,,,"x86",1381982522665
ws,sysinfo,,,"gtk",1381982522665
locale,sysinfo,,,"en_US",1381982522665
processors,sysinfo,,,"2",1381982522665
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1381982522665
java.runtime.version,sysinfo,,,"1.7.0_09-b05",1381982522665
java.specification.name,sysinfo,,,"Java Platform API Specification",1381982522665
java.specification.vendor,sysinfo,,,"Oracle Corporation",1381982522665
java.specification.version,sysinfo,,,"1.7",1381982522665
java.vendor,sysinfo,,,"Oracle Corporation",1381982522665
java.version,sysinfo,,,"1.7.0_09",1381982522665
java.vm.info,sysinfo,,,"mixed mode",1381982522665
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1381982522665
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1381982522665
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1381982522665
java.vm.specification.version,sysinfo,,,"1.7",1381982522665
java.vm.vendor,sysinfo,,,"Oracle Corporation",1381982522665
java.vm.version,sysinfo,,,"23.5-b02",1381982522665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381982523087
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1381982524047
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1381982524198
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1381982524223
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1381982524300
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1381982524446
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1381982524487
error,log,,,"A workspace crash was detected. The previous session did not exit normally. Not using saved taglib indexes.",1381982524573
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1381982524607
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1381982524784
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1381982524815
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1381982524878
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1381982525094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381982525562
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1381982525596
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1381982525668
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1381982526114
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1381982526518
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1381982529509
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1381982530330
started,bundle,edu.umd.cs.findbugs.plugin.eclipse,2.0.2.20121210,"edu.umd.cs.findbugs.plugin.eclipse",1381982532355
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1381982533708
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1381982550536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381982551634
started,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1381982551830
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1381982551832
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1381982553282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381982553300
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1381982553337
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1381982553701
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1381982553702
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1381982554138
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381982555278
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1381982558237
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1381982559539
