what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381994558316
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381994791597
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381994791723
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381994791747
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381994800549
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381994800569
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381994814574
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381994814594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381994896690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381994911076
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381994911154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381994917770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381994922823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1381994924479
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381994925644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381994926606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381994935883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381994948878
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381994966744
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381994966846
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381994966866
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381994968730
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381995002346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381995117130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381995125934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381995126554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381995129151
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1382002114856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382002116660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382002133848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382002136788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382002155508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382002701612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382002783189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382002787644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382002856402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382002862996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382002864880
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1382002866720
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1382002866823
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1382002866843
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1382002869888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1382002877187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1382002881134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1382002883303
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1382002902622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1382002909226
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1382002916264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1382002924453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382002927772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382002945165
